Year,GDP_Millions,GDP_PerCapita,Unemployment_Rate,Poverty_Percent,Median_household_ Income,Governor_Name,Party,State_Name,state_initial
2019,693199,60464,0.042,0.124,58600,John Kasich,Republican,Ohio,OH
2019,637799,58896,0.035,0.121,62000,Nathan Deal,Republican,Georgia,GA
2019,216102,48697,0.041,0.136,52300,Matt Bevin,Republican,Kentucky,KY
2019,693199,60464,0.042,0.124,58600,John Kasich,Republican,Ohio,OH
2019,595655,56862,0.038,0.127,57300,Roy Cooper,Democrat,North Carolina,NC
2019,597874,80170,0.041,0.07,78700,Jay Inslee,Democrat,Washington,WA
2019,244662,48547,0.028,0.151,56200,Henry McMaster,Republican,South Carolina,SC
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,195088,49892,0.025,0.073,75800,Specer Cox,Republican,Utah,UT
2019,392218,68828,0.027,0.093,77100,John Hickenlooper,Democrat,Colorado,CO
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,392218,68828,0.027,0.093,77100,John Hickenlooper,Democrat,Colorado,CO
2019,203700,52409,0.031,0.108,54400,Mary Fallin,Republican,Oklahoma,OK
2019,91781,69593,0.025,0.084,83100,David Ige,Democrat,Hawaii,HI
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,595655,56862,0.038,0.127,57300,Roy Cooper,Democrat,North Carolina,NC
2019,1863954,66149,0.035,0.111,64000,Greg Abbot,Republican,Texas,TX
2019,344725,60425,0.033,0.084,64200,Scott Walker,Republican,Wisconsin,WI
2019,595655,56862,0.038,0.127,57300,Roy Cooper,Democrat,North Carolina,NC
2019,693199,60464,0.042,0.124,58600,John Kasich,Republican,Ohio,OH
2019,693199,60464,0.042,0.124,58600,John Kasich,Republican,Ohio,OH
2019,369988,51179,0.049,0.099,62100,Doug Ducey,Republican,Arizona,AZ
2019,332273,54879,0.033,0.094,57400,Mike Parsons,Republican,Missouri,MO
2019,597874,80170,0.041,0.07,78700,Jay Inslee,Democrat,Washington,WA
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,82420,46043,0.028,0.071,61000,C.L. â€œButchâ€ Otter,Republican,Idaho,ID
2019,344725,60425,0.033,0.084,64200,Scott Walker,Republican,Wisconsin,WI
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,114734,40464,0.055,0.192,45800,Phil Bryant,Republican,Mississippi,MS
2019,890486,71727,0.04,0.093,69200,Bruce Rauner,Republican,Illinois,IL
2019,637799,58896,0.035,0.121,62000,Nathan Deal,Republican,Georgia,GA
2019,637799,58896,0.035,0.121,62000,Nathan Deal,Republican,Georgia,GA
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,181743,58570,0.039,0.104,63300,Brian Sandoval,Republican,Nevada,NV
2019,597874,80170,0.041,0.07,78700,Jay Inslee,Democrat,Washington,WA
2019,595655,56862,0.038,0.127,57300,Roy Cooper,Democrat,North Carolina,NC
2019,392218,68828,0.027,0.093,77100,John Hickenlooper,Democrat,Colorado,CO
2019,244662,48547,0.028,0.151,56200,Henry McMaster,Republican,South Carolina,SC
2019,531435,54928,0.041,0.102,59600,Rick Snyder,Republican,Michigan,MI
2019,51789,49540,0.036,0.097,57200,Greg Gianforte,Republican,Montana,MT
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,421609,71838,0.035,0.07,86700,Larry Hogan,Republican,Maryland,MD
2019,376916,56451,0.034,0.131,56100,Bill Haslam,Republican,Tennessee,TN
2019,693199,60464,0.042,0.124,58600,John Kasich,Republican,Ohio,OH
2019,332273,54879,0.033,0.094,57400,Mike Parsons,Republican,Missouri,MO
2019,799686,64412,0.045,0.087,63500,Tom Wolf,Democrat,Pennsylvania,PA
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,392218,68828,0.027,0.093,77100,John Hickenlooper,Democrat,Colorado,CO
2019,77042,78468,0.037,0.065,70200,John Carney Jr.,Democrat,Delaware,DE
2019,246647,60558,0.037,0.081,67100,Kate Brown,Democrat,Oregon,OR
2019,637799,58896,0.035,0.121,62000,Nathan Deal,Republican,Georgia,GA
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,639437,73451,0.034,0.063,85800,Phil Murphy,Democrat,New Jersey,NJ
2019,799686,64412,0.045,0.087,63500,Tom Wolf,Democrat,Pennsylvania,PA
2019,369988,51179,0.049,0.099,62100,Doug Ducey,Republican,Arizona,AZ
2019,1863954,66149,0.035,0.111,64000,Greg Abbot,Republican,Texas,TX
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,203700,52409,0.031,0.108,54400,Mary Fallin,Republican,Oklahoma,OK
2019,332273,54879,0.033,0.094,57400,Mike Parsons,Republican,Missouri,MO
2019,1777752,90043,0.038,0.125,72100,Kathy Hochul,Democrat,New York,NY
2019,1863954,66149,0.035,0.111,64000,Greg Abbot,Republican,Texas,TX
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,392218,68828,0.027,0.093,77100,John Hickenlooper,Democrat,Colorado,CO
2019,392218,68828,0.027,0.093,77100,John Hickenlooper,Democrat,Colorado,CO
2019,130840,44808,0.035,0.141,49000,Asa Hutchinson,Republican,Arkansas,AR
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,130840,44808,0.035,0.141,49000,Asa Hutchinson,Republican,Arkansas,AR
2019,246647,60558,0.037,0.081,67100,Kate Brown,Democrat,Oregon,OR
2019,254562,57445,0.047,0.179,51100,John Edwards,Democrat,Louisiana,LA
2019,344725,60425,0.033,0.084,64200,Scott Walker,Republican,Wisconsin,WI
2019,194323,62493,0.028,0.095,61700,Kim Reynolds,Republican,Iowa,IA
2019,1777752,90043,0.038,0.125,72100,Kathy Hochul,Democrat,New York,NY
2019,231172,47735,0.03,0.129,51700,Kay Ivey,Republican,Alabama,AL
2019,244662,48547,0.028,0.151,56200,Henry McMaster,Republican,South Carolina,SC
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,639437,73451,0.034,0.063,85800,Phil Murphy,Democrat,New Jersey,NJ
2019,639437,73451,0.034,0.063,85800,Phil Murphy,Democrat,New Jersey,NJ
2019,1863954,66149,0.035,0.111,64000,Greg Abbot,Republican,Texas,TX
2019,799686,64412,0.045,0.087,63500,Tom Wolf,Democrat,Pennsylvania,PA
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,203700,52409,0.031,0.108,54400,Mary Fallin,Republican,Oklahoma,OK
2019,597874,80170,0.041,0.07,78700,Jay Inslee,Democrat,Washington,WA
2019,231172,47735,0.03,0.129,51700,Kay Ivey,Republican,Alabama,AL
2019,332273,54879,0.033,0.094,57400,Mike Parsons,Republican,Missouri,MO
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,597874,80170,0.041,0.07,78700,Jay Inslee,Democrat,Washington,WA
2019,369988,51179,0.049,0.099,62100,Doug Ducey,Republican,Arizona,AZ
2019,531435,54928,0.041,0.102,59600,Rick Snyder,Republican,Michigan,MI
2019,693199,60464,0.042,0.124,58600,John Kasich,Republican,Ohio,OH
2019,344725,60425,0.033,0.084,64200,Scott Walker,Republican,Wisconsin,WI
2019,1863954,66149,0.035,0.111,64000,Greg Abbot,Republican,Texas,TX
2019,383040,68427,0.032,0.057,74600,Mark Dayton,Democrat,Minnesota,MN
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,91781,69593,0.025,0.084,83100,David Ige,Democrat,Hawaii,HI
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,595655,56862,0.038,0.127,57300,Roy Cooper,Democrat,North Carolina,NC
2019,91781,69593,0.025,0.084,83100,David Ige,Democrat,Hawaii,HI
2019,1863954,66149,0.035,0.111,64000,Greg Abbot,Republican,Texas,TX
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,51789,49540,0.036,0.097,57200,Greg Gianforte,Republican,Montana,MT
2019,203700,52409,0.031,0.108,54400,Mary Fallin,Republican,Oklahoma,OK
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,392218,68828,0.027,0.093,77100,John Hickenlooper,Democrat,Colorado,CO
2019,595655,56862,0.038,0.127,57300,Roy Cooper,Democrat,North Carolina,NC
2019,1777752,90043,0.038,0.125,72100,Kathy Hochul,Democrat,New York,NY
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,376916,56451,0.034,0.131,56100,Bill Haslam,Republican,Tennessee,TN
2019,369988,51179,0.049,0.099,62100,Doug Ducey,Republican,Arizona,AZ
2019,381020,56702,0.032,0.101,57600,Eric Holocomb,Republican,Indiana,IN
2019,595655,56862,0.038,0.127,57300,Roy Cooper,Democrat,North Carolina,NC
2019,637799,58896,0.035,0.121,62000,Nathan Deal,Republican,Georgia,GA
2019,381020,56702,0.032,0.101,57600,Eric Holocomb,Republican,Indiana,IN
2019,1777752,90043,0.038,0.125,72100,Kathy Hochul,Democrat,New York,NY
2019,195088,49892,0.025,0.073,75800,Specer Cox,Republican,Utah,UT
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,114734,40464,0.055,0.192,45800,Phil Bryant,Republican,Mississippi,MS
2019,799686,64412,0.045,0.087,63500,Tom Wolf,Democrat,Pennsylvania,PA
2019,130840,44808,0.035,0.141,49000,Asa Hutchinson,Republican,Arkansas,AR
2019,1863954,66149,0.035,0.111,64000,Greg Abbot,Republican,Texas,TX
2019,369988,51179,0.049,0.099,62100,Doug Ducey,Republican,Arizona,AZ
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,203700,52409,0.031,0.108,54400,Mary Fallin,Republican,Oklahoma,OK
2019,332273,54879,0.033,0.094,57400,Mike Parsons,Republican,Missouri,MO
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,637799,58896,0.035,0.121,62000,Nathan Deal,Republican,Georgia,GA
2019,1116435,51745,0.033,0.115,59200,Rick Scott,Republican,Florida,FL
2019,376916,56451,0.034,0.131,56100,Bill Haslam,Republican,Tennessee,TN
2019,195088,49892,0.025,0.073,75800,Specer Cox,Republican,Utah,UT
2019,554306,65824,0.027,0.088,76500,Ralph Northam,Democrat,Virginia,VA
2019,421609,71838,0.035,0.07,86700,Larry Hogan,Republican,Maryland,MD
2019,68453,50915,0.027,0.104,58900,Paul LePage,Republican,Maine,ME
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,376916,56451,0.034,0.131,56100,Bill Haslam,Republican,Tennessee,TN
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,1863954,66149,0.035,0.111,64000,Greg Abbot,Republican,Texas,TX
2019,693199,60464,0.042,0.124,58600,John Kasich,Republican,Ohio,OH
2019,3052645,80563,0.042,0.101,80400,Edmund G. Brown Jr.,Democrat,California,CA
2019,53940,61104,0.03,0.106,59500,Dennis Daugaard,Republican,South Dakota,SD
2019,54547,76220,0.054,0.102,75500,Mike Dunleavy,Republican,Alaska,AK
2019,114734,40464,0.055,0.192,45800,Phil Bryant,Republican,Mississippi,MS
2019,176739,60310,0.032,0.095,62100,Jeff Colyer,Republican,Kansas,KS
2019,332273,54879,0.033,0.094,57400,Mike Parsons,Republican,Missouri,MO
2019,1863954,66149,0.035,0.111,64000,Greg Abbot,Republican,Texas,TX
2019,131352,66737,0.03,0.087,63200,Pete Rickets,Republican,Nebraska,NE
2019,597874,80170,0.041,0.07,78700,Jay Inslee,Democrat,Washington,WA
2019,79140,43806,0.049,0.139,48900,Jim Justice,Republican,West Virginia,WV
2019,130840,44808,0.035,0.141,49000,Asa Hutchinson,Republican,Arkansas,AR
2019,332273,54879,0.033,0.094,57400,Mike Parsons,Republican,Missouri,MO
2019,369988,51179,0.049,0.099,62100,Doug Ducey,Republican,Arizona,AZ
2020,549536,65930,0.062,0.078,81947,Ralph Northam,Democrat,Virginia,VA
2020,382585,69475,0.073,0.095,82611,Jared Polis,Democrat,Colorado,CO
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,243777,61106,0.076,0.094,76554,Kate Brown,Democrat,Oregon,OR
2020,276423,80888,0.079,0.112,79043,Ned Lamont,Democrat,Connecticut,CT
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,243777,61106,0.076,0.094,76554,Kate Brown,Democrat,Oregon,OR
2020,170944,58452,0.128,0.129,60956,Steve Sisolak,Democrat,Nevada,NV
2020,858367,69800,0.095,0.08,73753,JB Pritzker,Democrat,Illinois,IL
2020,329367,53818,0.061,0.106,61901,Mike Parsons,Republican,Missouri,MO
2020,858367,69800,0.095,0.08,73753,JB Pritzker,Democrat,Illinois,IL
2020,226896,46875,0.059,0.149,54393,Kay Ivey,Republican,Alabama,AL
2020,170944,58452,0.128,0.129,60956,Steve Sisolak,Democrat,Nevada,NV
2020,188057,49445,0.061,0.155,52341,Kevin Stitt,Republican,Oklahoma,OK
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,1775588,62712,0.076,0.14,68093,Greg Abbot,Republican,Texas,TX
2020,75786,78924,0.078,0.105,69132,John Carney Jr.,Democrat,Delaware,DE
2020,82885,67395,0.116,0.109,80729,David Ige,Democrat,Hawaii,HI
2020,98472,49838,0.084,0.165,50822,Michelle Grisham,Democrat,New Mexico,NM
2020,373719,51865,0.079,0.108,66628,Doug Ducey,Republican,Arizona,AZ
2020,382585,69475,0.073,0.095,82611,Jared Polis,Democrat,Colorado,CO
2020,589829,57268,0.073,0.137,60266,Roy Cooper,Democrat,North Carolina,NC
2020,49820,72263,0.078,0.133,74476,Mike Dunleavy,Republican,Alaska,AK
2020,329367,53818,0.061,0.106,61901,Mike Parsons,Republican,Missouri,MO
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,677561,59566,0.081,0.127,60110,Richard Dewine,Republican,Ohio,OH
2020,226896,46875,0.059,0.149,54393,Kay Ivey,Republican,Alabama,AL
2020,771898,63193,0.091,0.106,70117,Tom Wolf,Democrat,Pennsylvania,PA
2020,54854,74032,0.051,0.107,63657,Doug Burgum,Republican,North Dakota,ND
2020,1724759,91459,0.1,0.118,68304,Kathy Hochul,Democrat,New York,NY
2020,604254,82101,0.084,0.083,81083,Jay Inslee,Democrat,Washington,WA
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,382585,69475,0.073,0.095,82611,Jared Polis,Democrat,Colorado,CO
2020,622628,59465,0.065,0.132,58952,Brian Kemp,Republican,Georgia,GA
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,329367,53818,0.061,0.106,61901,Mike Parsons,Republican,Missouri,MO
2020,382585,69475,0.073,0.095,82611,Jared Polis,Democrat,Colorado,CO
2020,1775588,62712,0.076,0.14,68093,Greg Abbot,Republican,Texas,TX
2020,375337,56729,0.071,0.12,66360,Eric Holocomb,Republican,Indiana,IN
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,589829,57268,0.073,0.137,60266,Roy Cooper,Democrat,North Carolina,NC
2020,622628,59465,0.065,0.132,58952,Brian Kemp,Republican,Georgia,GA
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,51509,49856,0.059,0.11,56442,Greg Gianforte,Republican,Montana,MT
2020,276423,80888,0.079,0.112,79043,Ned Lamont,Democrat,Connecticut,CT
2020,337714,59807,0.063,0.08,67094,Tony Evers,Democrat,Wisconsin,WI
2020,170944,58452,0.128,0.129,60956,Steve Sisolak,Democrat,Nevada,NV
2020,622628,59465,0.065,0.132,58952,Brian Kemp,Republican,Georgia,GA
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,373719,51865,0.079,0.108,66628,Doug Ducey,Republican,Arizona,AZ
2020,375337,56729,0.071,0.12,66360,Eric Holocomb,Republican,Indiana,IN
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,276423,80888,0.079,0.112,79043,Ned Lamont,Democrat,Connecticut,CT
2020,1775588,62712,0.076,0.14,68093,Greg Abbot,Republican,Texas,TX
2020,604254,82101,0.084,0.083,81083,Jay Inslee,Democrat,Washington,WA
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,337714,59807,0.063,0.08,67094,Tony Evers,Democrat,Wisconsin,WI
2020,130751,43691,0.061,0.142,50540,Asa Hutchinson,Republican,Arkansas,AR
2020,382585,69475,0.073,0.095,82611,Jared Polis,Democrat,Colorado,CO
2020,373719,51865,0.079,0.108,66628,Doug Ducey,Republican,Arizona,AZ
2020,188057,49445,0.061,0.155,52341,Kevin Stitt,Republican,Oklahoma,OK
2020,49820,72263,0.078,0.133,74476,Mike Dunleavy,Republican,Alaska,AK
2020,622628,59465,0.065,0.132,58952,Brian Kemp,Republican,Georgia,GA
2020,622628,59465,0.065,0.132,58952,Brian Kemp,Republican,Georgia,GA
2020,618579,72243,0.098,0.082,85239,Phil Murphy,Democrat,New Jersey,NJ
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,1775588,62712,0.076,0.14,68093,Greg Abbot,Republican,Texas,TX
2020,226896,46875,0.059,0.149,54393,Kay Ivey,Republican,Alabama,AL
2020,1775588,62712,0.076,0.14,68093,Greg Abbot,Republican,Texas,TX
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,382585,69475,0.073,0.095,82611,Jared Polis,Democrat,Colorado,CO
2020,677561,59566,0.081,0.127,60110,Richard Dewine,Republican,Ohio,OH
2020,410675,71426,0.068,0.092,94384,Larry Hogan,Republican,Maryland,MD
2020,410675,71426,0.068,0.092,94384,Larry Hogan,Republican,Maryland,MD
2020,244882,48138,0.062,0.133,60097,Henry McMaster,Republican,South Carolina,SC
2020,373719,51865,0.079,0.108,66628,Doug Ducey,Republican,Arizona,AZ
2020,373719,51865,0.079,0.108,66628,Doug Ducey,Republican,Arizona,AZ
2020,373719,51865,0.079,0.108,66628,Doug Ducey,Republican,Arizona,AZ
2020,212540,48484,0.066,0.139,56525,Andy Beshar,Democrat,Kentucky,KY
2020,49820,72263,0.078,0.133,74476,Mike Dunleavy,Republican,Alaska,AK
2020,1724759,91459,0.1,0.118,68304,Kathy Hochul,Democrat,New York,NY
2020,589829,57268,0.073,0.137,60266,Roy Cooper,Democrat,North Carolina,NC
2020,677561,59566,0.081,0.127,60110,Richard Dewine,Republican,Ohio,OH
2020,589829,57268,0.073,0.137,60266,Roy Cooper,Democrat,North Carolina,NC
2020,329367,53818,0.061,0.106,61901,Mike Parsons,Republican,Missouri,MO
2020,677561,59566,0.081,0.127,60110,Richard Dewine,Republican,Ohio,OH
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,113846,39347,0.081,0.175,44966,Phil Bryant,Republican,Mississippi,MS
2020,373719,51865,0.079,0.108,66628,Doug Ducey,Republican,Arizona,AZ
2020,337714,59807,0.063,0.08,67094,Tony Evers,Democrat,Wisconsin,WI
2020,69272,50832,0.054,0.08,63440,Janet Mills,Democrat,Maine,ME
2020,197562,61027,0.047,0.074,83670,Specer Cox,Republican,Utah,UT
2020,1775588,62712,0.076,0.14,68093,Greg Abbot,Republican,Texas,TX
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,188057,49445,0.061,0.155,52341,Kevin Stitt,Republican,Oklahoma,OK
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,170944,58452,0.128,0.129,60956,Steve Sisolak,Democrat,Nevada,NV
2020,175142,61076,0.059,0.091,72815,Laura Kelly,Democrat,Kansas,KS
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,188057,49445,0.061,0.155,52341,Kevin Stitt,Republican,Oklahoma,OK
2020,329367,53818,0.061,0.106,61901,Mike Parsons,Republican,Missouri,MO
2020,582477,86449,0.089,0.084,86725,Charles Baker,Republican,Massachusetts,MA
2020,329367,53818,0.061,0.106,61901,Mike Parsons,Republican,Missouri,MO
2020,226896,46875,0.059,0.149,54393,Kay Ivey,Republican,Alabama,AL
2020,622628,59465,0.065,0.132,58952,Brian Kemp,Republican,Georgia,GA
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,604254,82101,0.084,0.083,81083,Jay Inslee,Democrat,Washington,WA
2020,515120,53590,0.099,0.111,63829,Gretchen Whitmer,Democrat,Michigan,MI
2020,858367,69800,0.095,0.08,73753,JB Pritzker,Democrat,Illinois,IL
2020,235437,53996,0.083,0.154,50935,John Edwards,Democrat,Louisiana,LA
2020,226896,46875,0.059,0.149,54393,Kay Ivey,Republican,Alabama,AL
2020,130751,43691,0.061,0.142,50540,Asa Hutchinson,Republican,Arkansas,AR
2020,410675,71426,0.068,0.092,94384,Larry Hogan,Republican,Maryland,MD
2020,549536,65930,0.062,0.078,81947,Ralph Northam,Democrat,Virginia,VA
2020,197562,61027,0.047,0.074,83670,Specer Cox,Republican,Utah,UT
2020,170944,58452,0.128,0.129,60956,Steve Sisolak,Democrat,Nevada,NV
2020,235437,53996,0.083,0.154,50935,John Edwards,Democrat,Louisiana,LA
2020,1775588,62712,0.076,0.14,68093,Greg Abbot,Republican,Texas,TX
2020,54854,74032,0.051,0.107,63657,Doug Burgum,Republican,North Dakota,ND
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,243777,61106,0.076,0.094,76554,Kate Brown,Democrat,Oregon,OR
2020,589829,57268,0.073,0.137,60266,Roy Cooper,Democrat,North Carolina,NC
2020,382585,69475,0.073,0.095,82611,Jared Polis,Democrat,Colorado,CO
2020,49820,72263,0.078,0.133,74476,Mike Dunleavy,Republican,Alaska,AK
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,375337,56729,0.071,0.12,66360,Eric Holocomb,Republican,Indiana,IN
2020,582477,86449,0.089,0.084,86725,Charles Baker,Republican,Massachusetts,MA
2020,369574,55532,0.075,0.132,54665,Bill Lee,Republican,Tennessee,TN
2020,373719,51865,0.079,0.108,66628,Doug Ducey,Republican,Arizona,AZ
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,622628,59465,0.065,0.132,58952,Brian Kemp,Republican,Georgia,GA
2020,677561,59566,0.081,0.127,60110,Richard Dewine,Republican,Ohio,OH
2020,373719,51865,0.079,0.108,66628,Doug Ducey,Republican,Arizona,AZ
2020,622628,59465,0.065,0.132,58952,Brian Kemp,Republican,Georgia,GA
2020,382585,69475,0.073,0.095,82611,Jared Polis,Democrat,Colorado,CO
2020,98472,49838,0.084,0.165,50822,Michelle Grisham,Democrat,New Mexico,NM
2020,589829,57268,0.073,0.137,60266,Roy Cooper,Democrat,North Carolina,NC
2020,133439,68642,0.042,0.083,72024,Pete Rickets,Republican,Nebraska,NE
2020,1775588,62712,0.076,0.14,68093,Greg Abbot,Republican,Texas,TX
2020,337714,59807,0.063,0.08,67094,Tony Evers,Democrat,Wisconsin,WI
2020,83822,48033,0.054,0.092,66499,Brad Little,Republican,Idaho,ID
2020,226896,46875,0.059,0.149,54393,Kay Ivey,Republican,Alabama,AL
2020,244882,48138,0.062,0.133,60097,Henry McMaster,Republican,South Carolina,SC
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,1775588,62712,0.076,0.14,68093,Greg Abbot,Republican,Texas,TX
2020,235437,53996,0.083,0.154,50935,John Edwards,Democrat,Louisiana,LA
2020,1724759,91459,0.1,0.118,68304,Kathy Hochul,Democrat,New York,NY
2020,329367,53818,0.061,0.106,61901,Mike Parsons,Republican,Missouri,MO
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,382585,69475,0.073,0.095,82611,Jared Polis,Democrat,Colorado,CO
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,188057,49445,0.061,0.155,52341,Kevin Stitt,Republican,Oklahoma,OK
2020,677561,59566,0.081,0.127,60110,Richard Dewine,Republican,Ohio,OH
2020,373739,68185,0.062,0.084,78461,Tim Walz,Democrat,Minnesota,MN
2020,373719,51865,0.079,0.108,66628,Doug Ducey,Republican,Arizona,AZ
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,604254,82101,0.084,0.083,81083,Jay Inslee,Democrat,Washington,WA
2020,1775588,62712,0.076,0.14,68093,Greg Abbot,Republican,Texas,TX
2020,337714,59807,0.063,0.08,67094,Tony Evers,Democrat,Wisconsin,WI
2020,170944,58452,0.128,0.129,60956,Steve Sisolak,Democrat,Nevada,NV
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
2020,589829,57268,0.073,0.137,60266,Roy Cooper,Democrat,North Carolina,NC
2020,382585,69475,0.073,0.095,82611,Jared Polis,Democrat,Colorado,CO
2020,235437,53996,0.083,0.154,50935,John Edwards,Democrat,Louisiana,LA
2020,1775588,62712,0.076,0.14,68093,Greg Abbot,Republican,Texas,TX
2020,1106036,52217,0.077,0.132,57435,Ron DeSantis,Republican,Florida,FL
2020,604254,82101,0.084,0.083,81083,Jay Inslee,Democrat,Washington,WA
2020,130751,43691,0.061,0.142,50540,Asa Hutchinson,Republican,Arkansas,AR
2020,589829,57268,0.073,0.137,60266,Roy Cooper,Democrat,North Carolina,NC
2020,226896,46875,0.059,0.149,54393,Kay Ivey,Republican,Alabama,AL
2020,771898,63193,0.091,0.106,70117,Tom Wolf,Democrat,Pennsylvania,PA
2020,549536,65930,0.062,0.078,81947,Ralph Northam,Democrat,Virginia,VA
2020,188057,49445,0.061,0.155,52341,Kevin Stitt,Republican,Oklahoma,OK
2020,677561,59566,0.081,0.127,60110,Richard Dewine,Republican,Ohio,OH
2020,3007188,80727,0.101,0.11,77358,Gavin Newsom,Democrat,California,CA
